Dataset,Trigger,Model,Logical,spec_relation,Control,lexemes,Num Examples,Accuracy_%,accuracy
log_connectives.jsonl,connectives,Infersent,TRUE,opposite,Opposite,or - and,200,87,0.87
log_connectives.jsonl,connectives,Infersent,TRUE,reverse negated implicature_P,,or - and,100,100,1
log_connectives.jsonl,connectives,Infersent,TRUE,reverse negated implicature_N,,or - and,100,57,0.57
log_connectives.jsonl,connectives,Infersent,TRUE,negated implicature_P,,or - and,100,0,0
log_connectives.jsonl,connectives,Infersent,TRUE,implicature_NtoP,,or - and,100,0,0
log_connectives.jsonl,connectives,Infersent,TRUE,implicature_PtoN,,or - and,100,1,0.01
log_connectives.jsonl,connectives,Infersent,TRUE,negation,Negation,or - and,400,54.75,0.5475
log_connectives.jsonl,connectives,Infersent,TRUE,negated implicature_N,,or - and,100,0,0
log_connectives.jsonl,connectives,CBOW,TRUE,opposite,Opposite,or - and,200,46.5,0.465
log_connectives.jsonl,connectives,CBOW,TRUE,reverse negated implicature_P,,or - and,100,77,0.77
log_connectives.jsonl,connectives,CBOW,TRUE,reverse negated implicature_N,,or - and,100,46,0.46
log_connectives.jsonl,connectives,CBOW,TRUE,negated implicature_P,,or - and,100,36,0.36
log_connectives.jsonl,connectives,CBOW,TRUE,implicature_NtoP,,or - and,100,17,0.17
log_connectives.jsonl,connectives,CBOW,TRUE,implicature_PtoN,,or - and,100,32,0.32
log_connectives.jsonl,connectives,CBOW,TRUE,negation,Negation,or - and,400,32,0.32
log_connectives.jsonl,connectives,CBOW,TRUE,negated implicature_N,,or - and,100,1,0.01
prag_connectives.jsonl,connectives,Infersent,FALSE,opposite,Opposite,or - and,200,87,0.87
prag_connectives.jsonl,connectives,Infersent,FALSE,reverse negated implicature_P,,or - and,100,0,0
prag_connectives.jsonl,connectives,Infersent,FALSE,reverse negated implicature_N,,or - and,100,43,0.43
prag_connectives.jsonl,connectives,Infersent,FALSE,negated implicature_P,,or - and,100,1,0.01
prag_connectives.jsonl,connectives,Infersent,FALSE,implicature_NtoP,,or - and,100,69,0.69
prag_connectives.jsonl,connectives,Infersent,FALSE,implicature_PtoN,,or - and,100,60,0.6
prag_connectives.jsonl,connectives,Infersent,FALSE,negation,Negation,or - and,400,54.75,0.5475
prag_connectives.jsonl,connectives,Infersent,FALSE,negated implicature_N,,or - and,100,55,0.55
prag_connectives.jsonl,connectives,CBOW,FALSE,opposite,Opposite,or - and,200,46.5,0.465
prag_connectives.jsonl,connectives,CBOW,FALSE,reverse negated implicature_P,,or - and,100,5,0.05
prag_connectives.jsonl,connectives,CBOW,FALSE,reverse negated implicature_N,,or - and,100,12,0.12
prag_connectives.jsonl,connectives,CBOW,FALSE,negated implicature_P,,or - and,100,6,0.06
prag_connectives.jsonl,connectives,CBOW,FALSE,implicature_NtoP,,or - and,100,79,0.79
prag_connectives.jsonl,connectives,CBOW,FALSE,implicature_PtoN,,or - and,100,35,0.35
prag_connectives.jsonl,connectives,CBOW,FALSE,negation,Negation,or - and,400,32,0.32
prag_connectives.jsonl,connectives,CBOW,FALSE,negated implicature_N,,or - and,100,93,0.93
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,opposite,Opposite,good-excellent,48,100,1
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,opposite,Opposite,smart-brilliant,48,100,1
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,opposite,Opposite,big-enourmous,76,64.473684,0.64473684
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,opposite,Opposite,fine-great,28,100,1
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,reverse negated implicature_P,,good-excellent,24,100,1
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,reverse negated implicature_P,,smart-brilliant,24,100,1
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,reverse negated implicature_P,,big-enourmous,38,100,1
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,reverse negated implicature_P,,fine-great,14,100,1
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,reverse negated implicature_N,,good-excellent,24,100,1
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,reverse negated implicature_N,,smart-brilliant,24,100,1
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,reverse negated implicature_N,,big-enourmous,38,100,1
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,reverse negated implicature_N,,fine-great,14,100,1
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,negated implicature_P,,good-excellent,24,0,0
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,negated implicature_P,,smart-brilliant,24,0,0
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,negated implicature_P,,big-enourmous,38,0,0
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,negated implicature_P,,fine-great,14,0,0
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,implicature_NtoP,,good-excellent,24,0,0
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,implicature_NtoP,,smart-brilliant,24,0,0
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,implicature_NtoP,,big-enourmous,38,0,0
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,implicature_NtoP,,fine-great,14,0,0
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,implicature_PtoN,,good-excellent,24,0,0
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,implicature_PtoN,,smart-brilliant,24,0,0
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,implicature_PtoN,,big-enourmous,38,0,0
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,implicature_PtoN,,fine-great,14,0,0
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,negation,Negation,good-excellent,96,100,1
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,negation,Negation,smart-brilliant,96,100,1
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,negation,Negation,big-enourmous,152,100,1
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,negation,Negation,fine-great,56,100,1
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,negated implicature_N,,good-excellent,24,0,0
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,negated implicature_N,,smart-brilliant,24,0,0
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,negated implicature_N,,big-enourmous,38,0,0
log_gradable_adjective.jsonl,gradable_adjectives,Infersent,TRUE,negated implicature_N,,fine-great,14,0,0
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,opposite,Opposite,good-excellent,48,50,0.5
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,opposite,Opposite,smart-brilliant,48,72.916667,0.72916667
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,opposite,Opposite,big-enourmous,76,51.315789,0.51315789
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,opposite,Opposite,fine-great,28,50,0.5
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,reverse negated implicature_P,,good-excellent,24,70.833333,0.70833333
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,reverse negated implicature_P,,smart-brilliant,24,100,1
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,reverse negated implicature_P,,big-enourmous,38,34.210526,0.34210526
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,reverse negated implicature_P,,fine-great,14,71.428571,0.71428571
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,reverse negated implicature_N,,good-excellent,24,8.333333,0.08333333
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,reverse negated implicature_N,,smart-brilliant,24,0,0
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,reverse negated implicature_N,,big-enourmous,38,5.263158,0.05263158
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,reverse negated implicature_N,,fine-great,14,28.571429,0.28571429
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,negated implicature_P,,good-excellent,24,41.666667,0.41666667
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,negated implicature_P,,smart-brilliant,24,0,0
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,negated implicature_P,,big-enourmous,38,0,0
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,negated implicature_P,,fine-great,14,7.142857,0.07142857
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,implicature_NtoP,,good-excellent,24,8.333333,0.08333333
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,implicature_NtoP,,smart-brilliant,24,0,0
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,implicature_NtoP,,big-enourmous,38,5.263158,0.05263158
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,implicature_NtoP,,fine-great,14,0,0
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,implicature_PtoN,,good-excellent,24,25,0.25
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,implicature_PtoN,,smart-brilliant,24,0,0
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,implicature_PtoN,,big-enourmous,38,0,0
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,implicature_PtoN,,fine-great,14,14.285714,0.14285714
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,negation,Negation,good-excellent,96,46.875,0.46875
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,negation,Negation,smart-brilliant,96,59.375,0.59375
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,negation,Negation,big-enourmous,152,54.605263,0.54605263
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,negation,Negation,fine-great,56,48.214286,0.48214286
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,negated implicature_N,,good-excellent,24,4.166667,0.04166667
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,negated implicature_N,,smart-brilliant,24,0,0
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,negated implicature_N,,big-enourmous,38,0,0
log_gradable_adjective.jsonl,gradable_adjectives,CBOW,TRUE,negated implicature_N,,fine-great,14,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,opposite,Opposite,good-excellent,48,100,1
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,opposite,Opposite,smart-brilliant,48,100,1
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,opposite,Opposite,big-enourmous,76,64.473684,0.64473684
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,opposite,Opposite,fine-great,28,100,1
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,reverse negated implicature_P,,good-excellent,24,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,reverse negated implicature_P,,smart-brilliant,24,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,reverse negated implicature_P,,big-enourmous,38,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,reverse negated implicature_P,,fine-great,14,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,reverse negated implicature_N,,good-excellent,24,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,reverse negated implicature_N,,smart-brilliant,24,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,reverse negated implicature_N,,big-enourmous,38,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,reverse negated implicature_N,,fine-great,14,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,negated implicature_P,,good-excellent,24,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,negated implicature_P,,smart-brilliant,24,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,negated implicature_P,,big-enourmous,38,34.210526,0.34210526
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,negated implicature_P,,fine-great,14,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,implicature_NtoP,,good-excellent,24,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,implicature_NtoP,,smart-brilliant,24,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,implicature_NtoP,,big-enourmous,38,2.631579,0.02631579
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,implicature_NtoP,,fine-great,14,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,implicature_PtoN,,good-excellent,24,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,implicature_PtoN,,smart-brilliant,24,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,implicature_PtoN,,big-enourmous,38,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,implicature_PtoN,,fine-great,14,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,negation,Negation,good-excellent,96,100,1
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,negation,Negation,smart-brilliant,96,100,1
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,negation,Negation,big-enourmous,152,100,1
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,negation,Negation,fine-great,56,100,1
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,negated implicature_N,,good-excellent,24,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,negated implicature_N,,smart-brilliant,24,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,negated implicature_N,,big-enourmous,38,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,Infersent,FALSE,negated implicature_N,,fine-great,14,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,opposite,Opposite,good-excellent,48,50,0.5
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,opposite,Opposite,smart-brilliant,48,72.916667,0.72916667
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,opposite,Opposite,big-enourmous,76,51.315789,0.51315789
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,opposite,Opposite,fine-great,28,50,0.5
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,reverse negated implicature_P,,good-excellent,24,12.5,0.125
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,reverse negated implicature_P,,smart-brilliant,24,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,reverse negated implicature_P,,big-enourmous,38,60.526316,0.60526316
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,reverse negated implicature_P,,fine-great,14,28.571429,0.28571429
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,reverse negated implicature_N,,good-excellent,24,58.333333,0.58333333
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,reverse negated implicature_N,,smart-brilliant,24,100,1
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,reverse negated implicature_N,,big-enourmous,38,94.736842,0.94736842
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,reverse negated implicature_N,,fine-great,14,64.285714,0.64285714
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,negated implicature_P,,good-excellent,24,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,negated implicature_P,,smart-brilliant,24,95.833333,0.95833333
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,negated implicature_P,,big-enourmous,38,5.263158,0.05263158
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,negated implicature_P,,fine-great,14,7.142857,0.07142857
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,implicature_NtoP,,good-excellent,24,87.5,0.875
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,implicature_NtoP,,smart-brilliant,24,100,1
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,implicature_NtoP,,big-enourmous,38,60.526316,0.60526316
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,implicature_NtoP,,fine-great,14,92.857143,0.92857143
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,implicature_PtoN,,good-excellent,24,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,implicature_PtoN,,smart-brilliant,24,0,0
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,implicature_PtoN,,big-enourmous,38,5.263158,0.05263158
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,implicature_PtoN,,fine-great,14,7.142857,0.07142857
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,negation,Negation,good-excellent,96,46.875,0.46875
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,negation,Negation,smart-brilliant,96,59.375,0.59375
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,negation,Negation,big-enourmous,152,54.605263,0.54605263
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,negation,Negation,fine-great,56,48.214286,0.48214286
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,negated implicature_N,,good-excellent,24,91.666667,0.91666667
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,negated implicature_N,,smart-brilliant,24,58.333333,0.58333333
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,negated implicature_N,,big-enourmous,38,100,1
prag_gradable_adjective.jsonl,gradable_adjectives,CBOW,FALSE,negated implicature_N,,fine-great,14,100,1
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,opposite,Opposite,ran - sprinted,54,90.740741,0.90740741
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,opposite,Opposite,went towards - got to,76,98.684211,0.98684211
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,opposite,Opposite,tried - managed,70,85.714286,0.85714286
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,reverse negated implicature_P,,ran - sprinted,27,100,1
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,reverse negated implicature_P,,went towards - got to,38,100,1
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,reverse negated implicature_P,,tried - managed,35,100,1
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,reverse negated implicature_N,,ran - sprinted,27,100,1
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,reverse negated implicature_N,,went towards - got to,38,100,1
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,reverse negated implicature_N,,tried - managed,35,100,1
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,negated implicature_P,,ran - sprinted,27,0,0
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,negated implicature_P,,went towards - got to,38,0,0
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,negated implicature_P,,tried - managed,35,0,0
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,implicature_NtoP,,ran - sprinted,27,0,0
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,implicature_NtoP,,went towards - got to,38,0,0
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,implicature_NtoP,,tried - managed,35,0,0
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,implicature_PtoN,,ran - sprinted,27,0,0
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,implicature_PtoN,,went towards - got to,38,0,0
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,implicature_PtoN,,tried - managed,35,0,0
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,negation,Negation,ran - sprinted,108,89.814815,0.89814815
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,negation,Negation,went towards - got to,152,100,1
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,negation,Negation,tried - managed,140,76.428571,0.76428571
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,negated implicature_N,,ran - sprinted,27,0,0
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,negated implicature_N,,went towards - got to,38,0,0
log_gradable_verb.jsonl,gradable_verbs,Infersent,TRUE,negated implicature_N,,tried - managed,35,0,0
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,opposite,Opposite,ran - sprinted,54,62.962963,0.62962963
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,opposite,Opposite,went towards - got to,76,51.315789,0.51315789
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,opposite,Opposite,tried - managed,70,62.857143,0.62857143
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,reverse negated implicature_P,,ran - sprinted,27,77.777778,0.77777778
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,reverse negated implicature_P,,went towards - got to,38,76.315789,0.76315789
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,reverse negated implicature_P,,tried - managed,35,40,0.4
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,reverse negated implicature_N,,ran - sprinted,27,0,0
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,reverse negated implicature_N,,went towards - got to,38,2.631579,0.02631579
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,reverse negated implicature_N,,tried - managed,35,5.714286,0.05714286
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,negated implicature_P,,ran - sprinted,27,0,0
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,negated implicature_P,,went towards - got to,38,31.578947,0.31578947
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,negated implicature_P,,tried - managed,35,8.571429,0.08571429
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,implicature_NtoP,,ran - sprinted,27,0,0
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,implicature_NtoP,,went towards - got to,38,5.263158,0.05263158
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,implicature_NtoP,,tried - managed,35,14.285714,0.14285714
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,implicature_PtoN,,ran - sprinted,27,0,0
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,implicature_PtoN,,went towards - got to,38,2.631579,0.02631579
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,implicature_PtoN,,tried - managed,35,0,0
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,negation,Negation,ran - sprinted,108,60.185185,0.60185185
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,negation,Negation,went towards - got to,152,51.315789,0.51315789
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,negation,Negation,tried - managed,140,64.285714,0.64285714
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,negated implicature_N,,ran - sprinted,27,0,0
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,negated implicature_N,,went towards - got to,38,0,0
log_gradable_verb.jsonl,gradable_verbs,CBOW,TRUE,negated implicature_N,,tried - managed,35,5.714286,0.05714286
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,opposite,Opposite,ran - sprinted,54,90.740741,0.90740741
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,opposite,Opposite,went towards - got to,76,98.684211,0.98684211
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,opposite,Opposite,tried - managed,70,85.714286,0.85714286
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,reverse negated implicature_P,,ran - sprinted,27,0,0
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,reverse negated implicature_P,,went towards - got to,38,0,0
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,reverse negated implicature_P,,tried - managed,35,0,0
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,reverse negated implicature_N,,ran - sprinted,27,0,0
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,reverse negated implicature_N,,went towards - got to,38,0,0
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,reverse negated implicature_N,,tried - managed,35,0,0
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,negated implicature_P,,ran - sprinted,27,0,0
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,negated implicature_P,,went towards - got to,38,0,0
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,negated implicature_P,,tried - managed,35,17.142857,0.17142857
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,implicature_NtoP,,ran - sprinted,27,25.925926,0.25925926
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,implicature_NtoP,,went towards - got to,38,0,0
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,implicature_NtoP,,tried - managed,35,71.428571,0.71428571
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,implicature_PtoN,,ran - sprinted,27,3.703704,0.03703704
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,implicature_PtoN,,went towards - got to,38,0,0
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,implicature_PtoN,,tried - managed,35,17.142857,0.17142857
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,negation,Negation,ran - sprinted,108,89.814815,0.89814815
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,negation,Negation,went towards - got to,152,100,1
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,negation,Negation,tried - managed,140,76.428571,0.76428571
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,negated implicature_N,,ran - sprinted,27,0,0
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,negated implicature_N,,went towards - got to,38,0,0
prag_gradable_verb.jsonl,gradable_verbs,Infersent,FALSE,negated implicature_N,,tried - managed,35,0,0
prag_gradable_verb.jsonl,gradable_verbs,CBOW,FALSE,opposite,Opposite,ran - sprinted,54,62.962963,0.62962963
prag_gradable_verb.jsonl,gradable_verbs,CBOW,FALSE,opposite,Opposite,went towards - got to,76,51.315789,0.51315789
prag_gradable_verb.jsonl,gradable_verbs,CBOW,FALSE,opposite,Opposite,tried - managed,70,62.857143,0.62857143
prag_gradable_verb.jsonl,gradable_verbs,CBOW,FALSE,reverse negated implicature_P,,ran - sprinted,27,18.518519,0.18518519
prag_gradable_verb.jsonl,gradable_verbs,CBOW,FALSE,reverse negated implicature_P,,went towards - got to,38,18.421053,0.18421053
prag_gradable_verb.jsonl,gradable_verbs,CBOW,FALSE,reverse negated implicature_P,,tried - managed,35,42.857143,0.42857143
prag_gradable_verb.jsonl,gradable_verbs,CBOW,FALSE,reverse negated implicature_N,,ran - sprinted,27,100,1
prag_gradable_verb.jsonl,gradable_verbs,CBOW,FALSE,reverse negated implicature_N,,went towards - got to,38,86.842105,0.86842105
prag_gradable_verb.jsonl,gradable_verbs,CBOW,FALSE,reverse negated implicature_N,,tried - managed,35,94.285714,0.94285714
prag_gradable_verb.jsonl,gradable_verbs,CBOW,FALSE,negated implicature_P,,ran - sprinted,27,51.851852,0.51851852
