model,filtered,trigger_type,condition,control,trigger_condition,presupposition_condition,accuracy,entailment,neutral,contradiction,n_examples
InferSent,False,cleft_uniqueness,test_conditional_neutral,False,conditional,neutral,0.16,0.52,0.16,0.32,100
InferSent,False,cleft_uniqueness,control_negated,True,negated,,0,1,0,0,100
InferSent,False,cleft_uniqueness,control_modal,True,modal,,0,1,0,0,100
InferSent,False,cleft_uniqueness,control_interrogative,True,interrogative,,0.01,0.98,0.01,0.01,100
InferSent,False,cleft_uniqueness,control_conditional,True,conditional,,0.01,0.98,0.01,0.01,100
InferSent,True,cleft_uniqueness,test_unembedded_positive,False,unembedded,positive,1,1,0,0,99
InferSent,True,cleft_uniqueness,test_unembedded_negated,False,unembedded,negated,0,1,0,0,99
InferSent,True,cleft_uniqueness,test_unembedded_neutral,False,unembedded,neutral,0.16161616161616163,0.6060606060606061,0.16161616161616163,0.23232323232323232,99
InferSent,True,cleft_uniqueness,test_negated_positive,False,negated,positive,0,0,0,0,0
InferSent,True,cleft_uniqueness,test_negated_negated,False,negated,negated,0,0,0,0,0
InferSent,True,cleft_uniqueness,test_negated_neutral,False,negated,neutral,0,0,0,0,0
InferSent,True,cleft_uniqueness,test_interrogative_positive,False,interrogative,positive,0,0,1,0,1
InferSent,True,cleft_uniqueness,test_interrogative_negated,False,interrogative,negated,0,0,1,0,1
InferSent,True,cleft_uniqueness,test_interrogative_neutral,False,interrogative,neutral,0,1,0,0,1
InferSent,True,cleft_uniqueness,test_modal_positive,False,modal,positive,0,0,0,0,0
InferSent,True,cleft_uniqueness,test_modal_negated,False,modal,negated,0,0,0,0,0
InferSent,True,cleft_uniqueness,test_modal_neutral,False,modal,neutral,0,0,0,0,0
InferSent,True,cleft_uniqueness,test_conditional_positive,False,conditional,positive,0,0,1,0,1
InferSent,True,cleft_uniqueness,test_conditional_negated,False,conditional,negated,0,0,1,0,1
InferSent,True,cleft_uniqueness,test_conditional_neutral,False,conditional,neutral,0,1,0,0,1
InferSent,True,cleft_uniqueness,control_negated,True,negated,,0,0,0,0,0
InferSent,True,cleft_uniqueness,control_modal,True,modal,,0,0,0,0,0
InferSent,True,cleft_uniqueness,control_interrogative,True,interrogative,,0,0,0,0,0
InferSent,True,cleft_uniqueness,control_conditional,True,conditional,,0,0,0,0,0
InferSent,False,only_presupposition,test_unembedded_positive,False,unembedded,positive,0.91,0.91,0,0.09,100
InferSent,False,only_presupposition,test_unembedded_negated,False,unembedded,negated,0.43,0.57,0,0.43,100
InferSent,False,only_presupposition,test_unembedded_neutral,False,unembedded,neutral,0.03,0.62,0.03,0.35,100
InferSent,False,only_presupposition,test_negated_positive,False,negated,positive,0.83,0.83,0,0.17,100
InferSent,False,only_presupposition,test_negated_negated,False,negated,negated,0.02,0.98,0,0.02,100
InferSent,False,only_presupposition,test_negated_neutral,False,negated,neutral,0.09,0.52,0.09,0.39,100
InferSent,False,only_presupposition,test_interrogative_positive,False,interrogative,positive,0.77,0.77,0.01,0.22,100
InferSent,False,only_presupposition,test_interrogative_negated,False,interrogative,negated,0.51,0.49,0,0.51,100
InferSent,False,only_presupposition,test_interrogative_neutral,False,interrogative,neutral,0.11,0.41,0.11,0.48,100
InferSent,False,only_presupposition,test_modal_positive,False,modal,positive,0.82,0.82,0,0.18,100
InferSent,False,only_presupposition,test_modal_negated,False,modal,negated,0.39,0.61,0,0.39,100
InferSent,False,only_presupposition,test_modal_neutral,False,modal,neutral,0.04,0.55,0.04,0.41,100
InferSent,False,only_presupposition,test_conditional_positive,False,conditional,positive,0.84,0.84,0.02,0.14,100
InferSent,False,only_presupposition,test_conditional_negated,False,conditional,negated,0.71,0.29,0,0.71,100
InferSent,False,only_presupposition,test_conditional_neutral,False,conditional,neutral,0.2,0.55,0.2,0.25,100
InferSent,False,only_presupposition,control_negated,True,negated,,0.35,0.65,0,0.35,100
InferSent,False,only_presupposition,control_modal,True,modal,,0,1,0,0,100
InferSent,False,only_presupposition,control_interrogative,True,interrogative,,0.01,0.99,0.01,0,100
InferSent,False,only_presupposition,control_conditional,True,conditional,,0.02,0.61,0.02,0.37,100
InferSent,True,only_presupposition,test_unembedded_positive,False,unembedded,positive,1,1,0,0,91
InferSent,True,only_presupposition,test_unembedded_negated,False,unembedded,negated,0.43956043956043955,0.5604395604395604,0,0.43956043956043955,91
InferSent,True,only_presupposition,test_unembedded_neutral,False,unembedded,neutral,0.01098901098901099,0.6593406593406593,0.01098901098901099,0.32967032967032966,91
InferSent,True,only_presupposition,test_negated_positive,False,negated,positive,0.8666666666666667,0.8666666666666667,0,0.13333333333333333,30
InferSent,True,only_presupposition,test_negated_negated,False,negated,negated,0,1,0,0,30
InferSent,True,only_presupposition,test_negated_neutral,False,negated,neutral,0.13333333333333333,0.5,0.13333333333333333,0.36666666666666664,30
InferSent,True,only_presupposition,test_interrogative_positive,False,interrogative,positive,0,0,0,1,1
InferSent,True,only_presupposition,test_interrogative_negated,False,interrogative,negated,1,0,0,1,1
InferSent,True,only_presupposition,test_interrogative_neutral,False,interrogative,neutral,0,0,0,1,1
InferSent,True,only_presupposition,test_modal_positive,False,modal,positive,0,0,0,0,0
InferSent,True,only_presupposition,test_modal_negated,False,modal,negated,0,0,0,0,0
InferSent,True,only_presupposition,test_modal_neutral,False,modal,neutral,0,0,0,0,0
InferSent,True,only_presupposition,test_conditional_positive,False,conditional,positive,0.5,0.5,0.5,0,2
InferSent,True,only_presupposition,test_conditional_negated,False,conditional,negated,1,0,0,1,2
InferSent,True,only_presupposition,test_conditional_neutral,False,conditional,neutral,1,0,1,0,2
InferSent,True,only_presupposition,control_negated,True,negated,,0,0,0,0,0
InferSent,True,only_presupposition,control_modal,True,modal,,0,0,0,0,0
InferSent,True,only_presupposition,control_interrogative,True,interrogative,,0,0,0,0,0
InferSent,True,only_presupposition,control_conditional,True,conditional,,0,0,0,0,0
InferSent,False,possessed_definites_existence,test_unembedded_positive,False,unembedded,positive,0.88,0.88,0,0.12,100
InferSent,False,possessed_definites_existence,test_unembedded_negated,False,unembedded,negated,0.92,0.08,0,0.92,100
InferSent,False,possessed_definites_existence,test_unembedded_neutral,False,unembedded,neutral,0.02,0.9,0.02,0.08,100
InferSent,False,possessed_definites_existence,test_negated_positive,False,negated,positive,0.47,0.47,0.01,0.52,100
InferSent,False,possessed_definites_existence,test_negated_negated,False,negated,negated,0.03,0.97,0,0.03,100
InferSent,False,possessed_definites_existence,test_negated_neutral,False,negated,neutral,0.04,0.44,0.04,0.52,100
InferSent,False,possessed_definites_existence,test_interrogative_positive,False,interrogative,positive,0.9,0.9,0.01,0.09,100
InferSent,False,possessed_definites_existence,test_interrogative_negated,False,interrogative,negated,0.98,0.02,0,0.98,100
InferSent,False,possessed_definites_existence,test_interrogative_neutral,False,interrogative,neutral,0.06,0.9,0.06,0.04,100
InferSent,False,possessed_definites_existence,test_modal_positive,False,modal,positive,0.82,0.82,0,0.18,100
InferSent,False,possessed_definites_existence,test_modal_negated,False,modal,negated,1,0,0,1,100
InferSent,False,possessed_definites_existence,test_modal_neutral,False,modal,neutral,0.01,0.84,0.01,0.15,100
InferSent,False,possessed_definites_existence,test_conditional_positive,False,conditional,positive,0.94,0.94,0.01,0.05,100
InferSent,False,possessed_definites_existence,test_conditional_negated,False,conditional,negated,1,0,0,1,100
InferSent,False,possessed_definites_existence,test_conditional_neutral,False,conditional,neutral,0.04,0.94,0.04,0.02,100
InferSent,False,possessed_definites_existence,control_negated,True,negated,,0.77,0.23,0,0.77,100
InferSent,False,possessed_definites_existence,control_modal,True,modal,,0,0.9,0,0.1,100
InferSent,False,possessed_definites_existence,control_interrogative,True,interrogative,,0.01,0.98,0.01,0.01,100
InferSent,False,possessed_definites_existence,control_conditional,True,conditional,,0.03,0.84,0.03,0.13,100
InferSent,True,possessed_definites_existence,test_unembedded_positive,False,unembedded,positive,1,1,0,0,88
InferSent,True,possessed_definites_existence,test_unembedded_negated,False,unembedded,negated,0.9431818181818182,0.056818181818181816,0,0.9431818181818182,88
InferSent,True,possessed_definites_existence,test_unembedded_neutral,False,unembedded,neutral,0.011363636363636364,0.9431818181818182,0.011363636363636364,0.045454545454545456,88
InferSent,True,possessed_definites_existence,test_negated_positive,False,negated,positive,0.5507246376811594,0.5507246376811594,0.014492753623188406,0.43478260869565216,69
InferSent,True,possessed_definites_existence,test_negated_negated,False,negated,negated,0.028985507246376812,0.9710144927536232,0,0.028985507246376812,69
InferSent,True,possessed_definites_existence,test_negated_neutral,False,negated,neutral,0.028985507246376812,0.4927536231884058,0.028985507246376812,0.4782608695652174,69
InferSent,True,possessed_definites_existence,test_interrogative_positive,False,interrogative,positive,1,1,0,0,1
InferSent,True,possessed_definites_existence,test_interrogative_negated,False,interrogative,negated,1,0,0,1,1
InferSent,True,possessed_definites_existence,test_interrogative_neutral,False,interrogative,neutral,0,1,0,0,1
InferSent,True,possessed_definites_existence,test_modal_positive,False,modal,positive,0,0,0,0,0
InferSent,True,possessed_definites_existence,test_modal_negated,False,modal,negated,0,0,0,0,0
InferSent,True,possessed_definites_existence,test_modal_neutral,False,modal,neutral,0,0,0,0,0
InferSent,True,possessed_definites_existence,test_conditional_positive,False,conditional,positive,1,1,0,0,3
InferSent,True,possessed_definites_existence,test_conditional_negated,False,conditional,negated,1,0,0,1,3
InferSent,True,possessed_definites_existence,test_conditional_neutral,False,conditional,neutral,0,1,0,0,3
InferSent,True,possessed_definites_existence,control_negated,True,negated,,0,0,0,0,0
InferSent,True,possessed_definites_existence,control_modal,True,modal,,0,0,0,0,0
InferSent,True,possessed_definites_existence,control_interrogative,True,interrogative,,0,0,0,0,0
InferSent,True,possessed_definites_existence,control_conditional,True,conditional,,0,0,0,0,0
InferSent,False,possessed_definites_uniqueness,test_unembedded_positive,False,unembedded,positive,0.01,0.01,0.03,0.96,100
InferSent,False,possessed_definites_uniqueness,test_unembedded_negated,False,unembedded,negated,0.64,0.3,0.06,0.64,100
InferSent,False,possessed_definites_uniqueness,test_unembedded_neutral,False,unembedded,neutral,0.03,0.02,0.03,0.95,100
InferSent,False,possessed_definites_uniqueness,test_negated_positive,False,negated,positive,0,0,0.01,0.99,100
InferSent,False,possessed_definites_uniqueness,test_negated_negated,False,negated,negated,0,0.93,0.07,0,100
InferSent,False,possessed_definites_uniqueness,test_negated_neutral,False,negated,neutral,0.01,0,0.01,0.99,100
InferSent,False,possessed_definites_uniqueness,test_interrogative_positive,False,interrogative,positive,0,0,0.02,0.98,100
InferSent,False,possessed_definites_uniqueness,test_interrogative_negated,False,interrogative,negated,0.81,0.12,0.07,0.81,100
InferSent,False,possessed_definites_uniqueness,test_interrogative_neutral,False,interrogative,neutral,0.01,0,0.01,0.99,100
InferSent,False,possessed_definites_uniqueness,test_modal_positive,False,modal,positive,0,0,0.02,0.98,100
InferSent,False,possessed_definites_uniqueness,test_modal_negated,False,modal,negated,0.66,0.12,0.22,0.66,100
InferSent,False,possessed_definites_uniqueness,test_modal_neutral,False,modal,neutral,0.03,0,0.03,0.97,100
InferSent,False,possessed_definites_uniqueness,test_conditional_positive,False,conditional,positive,0.01,0.01,0.01,0.98,100
InferSent,False,possessed_definites_uniqueness,test_conditional_negated,False,conditional,negated,0.89,0.07,0.04,0.89,100
InferSent,False,possessed_definites_uniqueness,test_conditional_neutral,False,conditional,neutral,0.03,0,0.03,0.97,100
InferSent,False,possessed_definites_uniqueness,control_negated,True,negated,,0.36,0.64,0,0.36,100
InferSent,False,possessed_definites_uniqueness,control_modal,True,modal,,0,0.99,0,0.01,100
InferSent,False,possessed_definites_uniqueness,control_interrogative,True,interrogative,,0.01,0.99,0.01,0,100
InferSent,False,possessed_definites_uniqueness,control_conditional,True,conditional,,0.01,0.98,0.01,0.01,100
InferSent,True,possessed_definites_uniqueness,test_unembedded_positive,False,unembedded,positive,1,1,0,0,1
InferSent,True,possessed_definites_uniqueness,test_unembedded_negated,False,unembedded,negated,0,1,0,0,1
InferSent,True,possessed_definites_uniqueness,test_unembedded_neutral,False,unembedded,neutral,0,1,0,0,1
InferSent,True,possessed_definites_uniqueness,test_negated_positive,False,negated,positive,0,0,0,0,0
InferSent,True,possessed_definites_uniqueness,test_negated_negated,False,negated,negated,0,0,0,0,0
InferSent,True,possessed_definites_uniqueness,test_negated_neutral,False,negated,neutral,0,0,0,0,0
InferSent,True,possessed_definites_uniqueness,test_interrogative_positive,False,interrogative,positive,0,0,0,0,0
InferSent,True,possessed_definites_uniqueness,test_interrogative_negated,False,interrogative,negated,0,0,0,0,0
InferSent,True,possessed_definites_uniqueness,test_interrogative_neutral,False,interrogative,neutral,0,0,0,0,0
InferSent,True,possessed_definites_uniqueness,test_modal_positive,False,modal,positive,0,0,0,0,0
InferSent,True,possessed_definites_uniqueness,test_modal_negated,False,modal,negated,0,0,0,0,0
InferSent,True,possessed_definites_uniqueness,test_modal_neutral,False,modal,neutral,0,0,0,0,0
InferSent,True,possessed_definites_uniqueness,test_conditional_positive,False,conditional,positive,0,0,0,0,0
InferSent,True,possessed_definites_uniqueness,test_conditional_negated,False,conditional,negated,0,0,0,0,0
InferSent,True,possessed_definites_uniqueness,test_conditional_neutral,False,conditional,neutral,0,0,0,0,0
InferSent,True,possessed_definites_uniqueness,control_negated,True,negated,,0,0,0,0,0
InferSent,True,possessed_definites_uniqueness,control_modal,True,modal,,0,0,0,0,0
InferSent,True,possessed_definites_uniqueness,control_interrogative,True,interrogative,,0,0,0,0,0
InferSent,True,possessed_definites_uniqueness,control_conditional,True,conditional,,0,0,0,0,0
InferSent,False,question_presupposition,test_unembedded_positive,False,unembedded,positive,0.78,0.78,0.02,0.2,100
InferSent,False,question_presupposition,test_unembedded_negated,False,unembedded,negated,0.69,0.31,0,0.69,100
InferSent,False,question_presupposition,test_unembedded_neutral,False,unembedded,neutral,0.05,0.73,0.05,0.22,100
InferSent,False,question_presupposition,test_negated_positive,False,negated,positive,0.48,0.48,0.04,0.48,100
InferSent,False,question_presupposition,test_negated_negated,False,negated,negated,0.32,0.68,0,0.32,100
InferSent,False,question_presupposition,test_negated_neutral,False,negated,neutral,0.04,0.48,0.04,0.48,100
InferSent,False,question_presupposition,test_interrogative_positive,False,interrogative,positive,0.75,0.75,0.03,0.22,100
InferSent,False,question_presupposition,test_interrogative_negated,False,interrogative,negated,0.71,0.28,0.01,0.71,100
InferSent,False,question_presupposition,test_interrogative_neutral,False,interrogative,neutral,0.12,0.59,0.12,0.29,100
InferSent,False,question_presupposition,test_modal_positive,False,modal,positive,0.7,0.7,0.04,0.26,100
InferSent,False,question_presupposition,test_modal_negated,False,modal,negated,0.73,0.26,0.01,0.73,100
InferSent,False,question_presupposition,test_modal_neutral,False,modal,neutral,0.06,0.64,0.06,0.3,100
InferSent,False,question_presupposition,test_conditional_positive,False,conditional,positive,0.6,0.6,0.13,0.27,100
InferSent,False,question_presupposition,test_conditional_negated,False,conditional,negated,0.75,0.25,0,0.75,100
InferSent,False,question_presupposition,test_conditional_neutral,False,conditional,neutral,0.14,0.58,0.14,0.28,100
InferSent,False,question_presupposition,control_negated,True,negated,,0.41,0.59,0,0.41,100
InferSent,False,question_presupposition,control_modal,True,modal,,0,1,0,0,100
InferSent,False,question_presupposition,control_interrogative,True,interrogative,,0,0.99,0,0.01,100
InferSent,False,question_presupposition,control_conditional,True,conditional,,0.01,0.97,0.01,0.02,100
InferSent,True,question_presupposition,test_unembedded_positive,False,unembedded,positive,1,1,0,0,78
InferSent,True,question_presupposition,test_unembedded_negated,False,unembedded,negated,0.6410256410256411,0.358974358974359,0,0.6410256410256411,78
InferSent,True,question_presupposition,test_unembedded_neutral,False,unembedded,neutral,0.0641025641025641,0.8076923076923077,0.0641025641025641,0.1282051282051282,78
InferSent,True,question_presupposition,test_negated_positive,False,negated,positive,0.25,0.25,0,0.75,32
InferSent,True,question_presupposition,test_negated_negated,False,negated,negated,0.15625,0.84375,0,0.15625,32
InferSent,True,question_presupposition,test_negated_neutral,False,negated,neutral,0,0.375,0,0.625,32
InferSent,True,question_presupposition,test_interrogative_positive,False,interrogative,positive,0,0,0,0,0
InferSent,True,question_presupposition,test_interrogative_negated,False,interrogative,negated,0,0,0,0,0
InferSent,True,question_presupposition,test_interrogative_neutral,False,interrogative,neutral,0,0,0,0,0
InferSent,True,question_presupposition,test_modal_positive,False,modal,positive,0,0,0,0,0
InferSent,True,question_presupposition,test_modal_negated,False,modal,negated,0,0,0,0,0
InferSent,True,question_presupposition,test_modal_neutral,False,modal,neutral,0,0,0,0,0
InferSent,True,question_presupposition,test_conditional_positive,False,conditional,positive,0,0,0,1,1
InferSent,True,question_presupposition,test_conditional_negated,False,conditional,negated,1,0,0,1,1
InferSent,True,question_presupposition,test_conditional_neutral,False,conditional,neutral,1,0,1,0,1
InferSent,True,question_presupposition,control_negated,True,negated,,0,0,0,0,0
InferSent,True,question_presupposition,control_modal,True,modal,,0,0,0,0,0
InferSent,True,question_presupposition,control_interrogative,True,interrogative,,0,0,0,0,0
InferSent,True,question_presupposition,control_conditional,True,conditional,,0,0,0,0,0
